Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2011-09-26,4932.3,5127,4854.9,5084.9
2011-09-27,5057.5,5151.3,5019.4,5052.3
2011-09-28,4989.1,5072.7,4983.7,4997.2
2011-09-29,5029.5,5033.1,4886.5,4956.6
2011-09-30,5010.2,5063.5,4927.5,4985.7
2011-10-03,5031.4,5051.9,4900.3,5005.5
2011-10-04,4991.8,5010.5,4850,4867.9
2011-10-05,4753,4850.5,4694.8,4846.5
2011-10-06,4890.9,4983.9,4861.1,4913
2011-10-07,4957.4,4980.1,4851.8,4851.8
2011-10-10,4883.8,4910.7,4761.9,4783.6
2011-10-11,4817.1,4842,4783.5,4793.6
2011-10-12,4812,4850.1,4764.8,4798.8
2011-10-13,4794.9,4844.1,4772,4785.9
2011-10-14,4791.1,4855.9,4768.7,4803
2011-10-17,4791.3,4922.5,4754.4,4905
2011-10-18,4839.5,4887.7,4816.8,4850.3
2011-10-19,4852,4861.3,4767,4776.8
2011-10-20,4692.3,4780.3,4681.7,4771.8
2011-10-21,4776.2,4803,4734,4765.4
2011-10-24,4787.8,4857.7,4780.5,4814.6
2011-10-25,4861.9,4918.4,4832.3,4916.6
2011-10-26,4929.4,5049.4,4879,5034.7
2011-10-27,4938.9,4995.9,4899,4939.3
2011-10-28,4987,5034.8,4950.1,5023.6
2011-10-31,4948.5,5057.1,4931,5021.3
2011-11-01,5100.5,5162.7,5084.1,5106.5
2011-11-02,5135.5,5144.8,5060.7,5076.9
2011-11-03,5099.5,5204.8,5049.7,5133.8
2011-11-04,5127.1,5175.6,5105.1,5166.9
2011-11-07,5181.6,5260.1,5166.9,5250.7
2011-11-08,5234.7,5278.7,5206.8,5269.3
2011-11-09,5235,5334.9,5216,5289.6
2011-11-10,5263.4,5280.5,5211.4,5229.4
2011-11-11,5275.7,5295.4,5206.1,5234.7
2011-11-14,5250.2,5313.5,5237.3,5301.1
2011-11-15,5311.6,5360.2,5272.9,5347.8
2011-11-16,5335.9,5361.9,5280.4,5326.9
2011-11-17,5321.3,5345.8,5177.5,5212.6
2011-11-18,5213.1,5238.5,5153.9,5190.9
2011-11-21,5179.7,5212.4,5074.3,5091.8
2011-11-22,5125.5,5162,5086.9,5160.4
2011-11-23,5176.7,5222.8,5114.7,5213
2011-11-24,5183.4,5203.5,5156.7,5179.4
2011-11-25,5212.7,5256.6,5181.8,5251.5
2011-11-28,5287.1,5297.7,5223.5,5223.5
2011-11-29,5236.5,5249.7,5178.4,5217.6
2011-11-30,5216.3,5231.6,5083,5203
2011-12-01,5168.2,5232.7,5168.2,5174.6
2011-12-02,5181.6,5220.2,5146.4,5182.6
2011-12-05,5170.4,5177.9,5038.9,5052.4
2011-12-06,5056.5,5085.1,4990.2,5074.1
2011-12-07,5077.4,5105.2,5018.8,5047.3
2011-12-08,5041.5,5091.9,5026.5,5041.2
2011-12-09,5049.3,5106.5,5020,5092.4
2011-12-12,5064.3,5132.4,5057.9,5121.5
2011-12-13,5112.3,5195.6,5103,5184.6
2011-12-14,5184.1,5198.6,4938.9,4996.4
2011-12-15,4857.2,4933.2,4852.3,4875.9
2011-12-16,4937.3,4956.9,4872.1,4898.2
2011-12-19,4886.5,4896.3,4826.9,4850.8
2011-12-20,4882.6,4882.6,4825.1,4847.2
2011-12-21,4876.1,4892.7,4819.7,4866.5
2011-12-22,4850.5,4861.8,4798.6,4828
2011-12-23,4843.2,4880.1,4829.2,4845
2011-12-27,4806.1,4834.7,4786.7,4802.3
2011-12-28,4800.2,4812.1,4694.6,4704.3
2011-12-29,4611.3,4678.9,4587.7,4630.9
2011-12-30,4697,4817.7,4666.2,4817.7
2012-01-03,4847.5,4876,4789.9,4872.7
2012-01-04,4886.1,4962.1,4880,4949
2012-01-05,4970.1,4994.4,4937.1,4975.6
2012-01-06,4977.1,4983.9,4917.7,4952.8
2012-01-09,4953.5,5027.5,4911,5019.4
2012-01-10,5024,5125.8,5009.4,5092.3
2012-01-11,5167.4,5265.7,5147.9,5242.3
2012-01-12,5256.1,5279.3,5099.5,5116.2
2012-01-13,5083.5,5179.1,5058.3,5175.4
